path,text,duration
files/miniTest/common_voice_en_37887096.wav,before all these predictions a battle was to take place,5.58
files/miniTest/common_voice_en_37887106.wav,purble shop is a codebreaker game,4.356
files/miniTest/common_voice_en_37887128.wav,the walking path around the lake is long,4.356
files/miniTest/common_voice_en_37887979.wav,it is certain that megara never recovered its power and independence,7.38
files/miniTest/common_voice_en_37888050.wav,consumption of energy and raw materials was excessive,7.776
files/miniTest/common_voice_en_37888116.wav,stepwise training works in a similar fashion,4.716
files/miniTest/common_voice_en_37888118.wav,the drink can also be made with tea instead of water,5.256
files/miniTest/common_voice_en_37888136.wav,oh you dont,2.88
files/miniTest/common_voice_en_37888185.wav,all tracks written by jeff lynne,4.0680000000000005
files/miniTest/common_voice_en_37888584.wav,for the second demo he switched to playing lead and rhythm guitar,7.02
files/miniTest/common_voice_en_37888605.wav,but this thingevery day every day over and over again,6.876
files/miniTest/common_voice_en_37888606.wav,the name in italian stands for flying saucer,5.436
files/miniTest/common_voice_en_37888645.wav,agra was named the queen city,3.78
files/miniTest/common_voice_en_37888657.wav,in the same year two unreleased songs were leaked entitled faded and so fine,7.956
files/miniTest/common_voice_en_37888666.wav,his primary residence is in the national capital region,5.256
files/miniTest/common_voice_en_37888667.wav,the town flower is the katakuri,4.248
files/miniTest/common_voice_en_37888686.wav,in practice none of these terms are used by the general public,5.976
files/miniTest/common_voice_en_37888690.wav,lezgins live there,2.9160000000000004
files/miniTest/common_voice_en_37888692.wav,the game was played in a revolutionary atmosphere,5.76
files/miniTest/common_voice_en_37888698.wav,the zinc hydroxide upon heating decomposes to zinc oxide,7.38
files/miniTest/common_voice_en_37888705.wav,thus impact factors cannot be used to compare journals across disciplines,7.487999999999999
files/miniTest/common_voice_en_37888719.wav,zama is named after the maya word for dawn,6.047999999999999
files/miniTest/common_voice_en_37888724.wav,they are appointed by the council of ministers at the request of the premier,7.416
files/miniTest/common_voice_en_37888725.wav,classes at this school were conducted in english and spanish,6.768
files/miniTest/common_voice_en_37888736.wav,he played two seasons in baltimore,4.14
files/miniTest/common_voice_en_37888740.wav,they first of all changed the look of the characters and the associated materials,7.487999999999999
files/miniTest/common_voice_en_37888754.wav,qureshi production assistant,3.6
files/miniTest/common_voice_en_37888762.wav,he is i am persuaded grossly basely unfair,7.74
files/miniTest/common_voice_en_37888779.wav,instead of finding her outside i heard her voice within,5.76
files/miniTest/common_voice_en_37888835.wav,it was later renamed waco high school,5.507999999999999
files/miniTest/common_voice_en_37888854.wav,when he was about three his mother and grandmother took him to chicago,6.516
files/miniTest/common_voice_en_37888868.wav,the district was thereafter subdivided and reformed several times,6.948
files/miniTest/common_voice_en_37888893.wav,the schools were closed during the war and most of the school houses destroyed,6.768
files/miniTest/common_voice_en_37888894.wav,the colours of the college are green and gold,4.428
files/miniTest/common_voice_en_37888901.wav,albums have been recorded in malay french italian and english,7.848
files/miniTest/common_voice_en_37888908.wav,you can carry it back when you return,3.708
files/miniTest/common_voice_en_37888912.wav,at a loss,2.556
files/miniTest/common_voice_en_37888918.wav,his surviving son erik did not have children,4.86
files/miniTest/common_voice_en_37888925.wav,the series was wellreceived when originally broadcast,5.4
files/miniTest/common_voice_en_37888930.wav,i simply sat down and wrote it,4.896
files/miniTest/common_voice_en_37888937.wav,for security reasons the museum is not open for casual visitors,6.587999999999999
files/miniTest/common_voice_en_37888941.wav,marsh was born in scotland however he grew up in south london,6.948
files/miniTest/common_voice_en_37890205.wav,she never returned to her former lifes work,5.22
files/miniTest/common_voice_en_37890274.wav,it could not run away so now it is food,5.6160000000000005
files/miniTest/common_voice_en_37890640.wav,she cemented her status as the queen of telenovelas,7.127999999999999
files/miniTest/common_voice_en_37890650.wav,who cares,2.376
files/miniTest/common_voice_en_37890657.wav,he was also the ancestor of fred holland day,5.327999999999999
files/miniTest/common_voice_en_37890791.wav,that same year they teamed up to work on a session together,6.66
files/miniTest/common_voice_en_37890797.wav,it was the first investigative film about the crash,6.516
files/miniTest/common_voice_en_37890802.wav,it is dangerous,2.448
files/miniTest/common_voice_en_37890810.wav,the site is free to use requiring only registration,6.047999999999999
files/miniTest/common_voice_en_37890827.wav,he lived in paris,2.88
files/miniTest/common_voice_en_37890876.wav,a gathering or group of kea is called a circus,6.587999999999999
files/miniTest/common_voice_en_37890897.wav,hull decided to develop an airport that would hopefully not be closed,6.047999999999999
files/miniTest/common_voice_en_37890900.wav,it could only be used once in a day,3.996
files/miniTest/common_voice_en_37890911.wav,its unfair but thats reality,4.68
files/miniTest/common_voice_en_37890976.wav,it is common in the canary islands,4.14
files/miniTest/common_voice_en_37890977.wav,the final turns into a nightmare for real madrid after this,5.436
files/miniTest/common_voice_en_37890992.wav,it jumps well and can be used for dressage,4.6080000000000005
files/miniTest/common_voice_en_37890993.wav,his exact origin and background are uncertain,4.896
files/miniTest/common_voice_en_37891042.wav,while a student in college he played rugby,4.86
files/miniTest/common_voice_en_37891057.wav,it was so soft so as to pass through a finger ring,5.6160000000000005
files/miniTest/common_voice_en_37891101.wav,after retiring cahill took up coaching,4.896
files/miniTest/common_voice_en_37891102.wav,in its literary phase the dial was published monthly,5.94
files/miniTest/common_voice_en_37891115.wav,all american aircraft remained over international waters,5.94
files/miniTest/common_voice_en_37891160.wav,he also pushed for public education in the sciences,5.688
